onset	duration	nwb_table	target_presentation_time	go_cue_time	reaction_time	move_begins_time	move_ends_time	discard_trial	task_success	trial_type	trial_version	proto_trial	maze_condition	correct_reach	maze_num_targets	maze_num_barriers	novel_maze	hit_target_position	target_size
155.7614	4.019833333333338	trials	156.91240000000002	157.62640000000002	0.375	157.9634	158.3984	0	1	39	0	0	106	1	1	0	0	[-90 -82]	13
160.6364	3.949833333333345	trials	161.5474	162.4614	0.35	162.7834	163.2184	0	1	14	0	0	31	1	1	0	0	[141   6]	13
171.40663333333333	3.199633333333338	trials	172.51963333333333	173.33363333333332	0.435	173.72863333333333		0	0	28	0	0	64	0	1	0	0	[110  79]	13
176.21153333333334	3.800600000000003	trials	176.98853333333332	177.48553333333334	0.465	177.90853333333334	178.40353333333334	0	1	27	2	0	63	1	3	8	0	[115 -80]	13
183.41663333333335	3.8696333333333257	trials	184.29163333333335	185.07263333333336	0.385	185.41363333333337	185.85363333333336	0	1	26	0	0	58	1	1	0	0	[-115   70]	13
187.82653333333334	4.259999999999991	trials	188.72753333333335	189.65853333333334	0.375	189.98853333333335	190.49353333333335	0	1	14	2	0	33	1	3	9	0	[141   6]	13
192.83636666666666	3.934866666666693	trials	193.59636666666665	194.52736666666667	0.39	194.88336666666666	195.33836666666667	0	1	36	0	0	97	1	1	0	0	[-115   77]	13
197.56636666666668	4.625733333333329	trials	198.63236666666668	199.4963666666667	0.415	199.8783666666667	200.4783666666667	0	1	15	1	0	35	1	1	9	0	[-113  -78]	13
208.0216	4.054766666666666	trials	209.13760000000002	209.3346	0.51	209.80360000000002	210.52360000000002	0	1	14	1	0	32	1	1	9	0	[141   6]	13
216.9566	4.014833333333343	trials	218.0086	218.58960000000002	0.435	218.99360000000001	219.45860000000002	0	1	0	11	0	0	0	1	3	1	[-4 93]	13
221.91136666666668	4.029833333333329	trials	222.8603666666667	223.7413666666667	0.395	224.10836666666668	224.49836666666667	0	1	17	0	0	40	1	1	0	0	[117  86]	13
226.70136666666667	3.574833333333345	trials	227.46236666666667	228.06036666666668	0.415	228.43836666666667	228.85836666666668	0	1	38	0	0	103	1	1	0	0	[105 -83]	13
231.96656666666667	3.9446333333333428	trials	233.03256666666667	233.74656666666667	0.415	234.12356666666668	234.49356666666665	0	1	4	0	0	7	1	1	0	0	[125 -18]	13
237.82670000000002	4.8297000000000025	trials	238.91870000000003	239.49970000000002	0.88	240.33870000000002	241.04870000000003	0	1	22	2	0	75	1	3	7	0	[126  82]	13
246.2167	4.224766666666682	trials	247.1727	247.9697	0.38	248.3187	248.7887	0	1	31	2	0	84	1	3	9	0	[-121   68]	13
251.14143333333334	4.215000000000003	trials	252.07443333333333	252.78843333333333	0.395	253.14343333333335	253.69343333333333	0	1	3	2	0	6	1	3	7	0	[-144  -52]	13
257.6365666666667	4.8145999999999844	trials	258.4275666666667	259.3425666666667	0.43	260.6235666666667	261.0085666666667	0	1	1	1	0	0	0	1	7	0	[114  91]	13
264.1816666666667	4.62973333333332	trials	265.29766666666666	266.06266666666664	0.425	266.4436666666667	267.1636666666667	0	1	6	2	0	12	1	3	8	0	[-13 111]	13
273.71153333333336	4.609633333333306	trials	274.8695333333334	275.8335333333334	0.64	276.4435333333334	276.8885333333334	0	1	7	0	0	13	1	1	0	0	[136  87]	13
278.9863	4.115033333333315	trials	279.78830000000005	280.5523	0.4	280.91330000000005	281.48830000000004	0	1	39	1	0	107	1	1	9	0	[-90 -82]	13
290.7814	4.15003333333334	trials	291.66040000000004	292.2574	0.405	292.6284	293.27840000000003	0	1	29	2	0	69	1	3	9	0	[-114   11]	13
295.6513	4.365000000000009	trials	296.47929999999997	297.44329999999997	0.375	297.7783	298.2883	0	1	31	1	0	83	1	1	9	0	[-121   68]	13
300.8063333333333	3.929966666666701	trials	301.5983333333333	302.32933333333335	0.425	302.7133333333333	303.17333333333335	0	1	36	1	0	98	1	1	9	0	[-115   77]	13
305.42626666666666	4.470000000000027	trials	306.40026666666665	307.3652666666667	0.43	307.75826666666666	308.37326666666667	0	1	2	1	0	2	1	1	7	0	[114  91]	13
311.7165	3.899600000000021	trials	312.6535	313.4515	0.385	313.7985	314.1685	0	1	34	0	0	91	1	1	0	0	[122 -81]	13
316.42626666666666	3.5248666666666963	trials	317.20626666666664	317.75326666666666	0.39	318.1082666666667	318.51826666666665	0	1	21	0	0	52	1	1	0	0	[-134  -83]	13
320.6312666666667	3.8798666666666577	trials	321.7242666666667	322.2052666666667	0.545	322.7082666666667	323.0732666666667	0	1	29	0	0	67	1	1	0	0	[-114   11]	13
332.03163333333333	4.384733333333372	trials	333.1306333333333	333.67763333333335	0.49	334.13863333333336	334.77863333333335	0	1	23	2	0	78	1	3	7	0	[-4 93]	13
341.5912666666667	3.8847999999999843	trials	342.4352666666667	343.3152666666667	0.375	343.6532666666667	344.0432666666667	0	1	19	0	0	46	1	1	0	0	[139  -7]	13
346.0963666666667	4.490033333333315	trials	347.22036666666673	347.9683666666667	0.43	348.3583666666667	348.9983666666667	0	1	7	2	0	15	1	3	8	0	[136  87]	13
351.79623333333336	3.6398333333333426	trials	352.58923333333337	353.22023333333334	0.37	353.55323333333337	353.99323333333336	0	1	20	0	0	49	1	1	0	0	[-132   83]	13
357.0214666666667	3.219666666666626	trials	358.0924666666667	358.7564666666667	0.465	359.18846666666667		0	0	11	0	0	22	0	1	0	0	[121 -76]	13
361.3015666666667	4.795500000000004	trials	362.4115666666667	363.3425666666667	0.425	363.7285666666667	364.3185666666667	0	1	21	2	0	54	1	3	9	0	[-134  -83]	13
371.2815	4.124733333333381	trials	372.1825	372.8305	0.42	373.2135	373.8385	0	1	33	1	0	89	1	1	9	0	[134 -46]	13
376.08133333333336	4.570633333333319	trials	377.0183333333334	377.7993333333334	0.43	378.1933333333334	378.91833333333335	0	1	26	2	0	60	1	3	8	0	[-115   70]	13
381.36623333333335	4.189966666666692	trials	382.40423333333337	383.01823333333334	0.465	383.44823333333335	384.04823333333337	0	1	22	1	0	74	1	1	7	0	[126  82]	13
386.2812	3.9349000000000274	trials	387.0392	387.98720000000003	0.4	388.3482	388.7232	0	1	0	1	0	0	0	1	2	1	[126  68]	13
391.0063333333334	4.530033333333336	trials	392.0253333333334	392.7393333333334	0.45	393.14833333333337	393.84333333333336	0	1	13	2	0	30	1	3	9	0	[-117   88]	13
410.7914333333334	3.6896333333332905	trials	411.68443333333335	412.23243333333335	0.455	412.6584333333334	413.0384333333334	0	1	22	0	0	73	1	1	0	0	[126  82]	13
415.4361666666667	3.859866666666676	trials	416.23716666666667	417.20116666666667	0.36	417.53316666666666	417.83316666666667	0	1	25	0	0	55	1	1	0	0	[  8 102]	13
424.35653333333335	4.300400000000025	trials	425.1915333333333	425.9225333333333	0.45	426.3285333333333	426.93353333333334	0	1	8	2	0	18	1	3	8	0	[-115 -100]	13
429.5261666666667	4.984866666666619	trials	430.4271666666667	431.1581666666667	0.605	432.63316666666674	433.0681666666667	0	1	9	0	0	0	0	1	9	0	[-136  -23]	13
435.3113	5.154899999999998	trials	436.43030000000005	437.1113	0.425	438.48830000000004	438.9583	0	1	9	2	0	0	0	3	9	0	[-136  -23]	13
442.08653333333336	5.1096	trials	443.1505333333334	444.01453333333336	0.515	445.2685333333334	445.6985333333334	0	1	1	2	0	0	0	3	7	0	[-144  -52]	13
450.7414	4.2298000000000116	trials	451.5204	452.4854	0.38	452.8284	453.3434	0	1	16	1	0	38	1	1	9	0	[-108   82]	13
455.66130000000004	4.269966666666676	trials	456.77330000000006	457.42130000000003	0.44	457.8183	458.30330000000004	0	1	37	2	0	102	1	3	9	0	[119  80]	13
460.8061666666667	3.945033333333356	trials	461.8251666666667	462.3401666666667	0.47	462.7681666666667	463.1881666666667	0	1	37	1	0	101	1	1	9	0	[119  80]	13
465.71613333333335	3.820033333333356	trials	466.5441333333333	467.0751333333333	0.39	467.42813333333334	467.98813333333334	0	1	29	1	0	68	1	1	9	0	[-114   11]	13
471.6613666666667	3.9546333333333337	trials	472.6803666666667	473.5283666666667	0.375	473.8683666666667	474.1883666666667	0	1	6	0	0	10	1	1	0	0	[-13 111]	13
476.38613333333336	3.7649000000000115	trials	477.24913333333336	477.99713333333335	0.335	478.30313333333334	478.72313333333335	0	1	3	0	0	4	1	1	0	0	[-144  -52]	13
490.52613333333335	3.714866666666694	trials	491.3061333333333	491.95413333333335	0.425	492.33813333333336	492.80813333333333	0	1	13	0	0	28	1	1	0	0	[-117   88]	13
494.8011666666667	3.2799666666666667	trials	495.6581666666667	495.7221666666667	0.385	496.0781666666667	496.5331666666667	0	1	28	1	0	65	1	1	9	0	[110  79]	13
498.9412666666667	4.070733333333294	trials	499.7272666666667	500.2752666666667	0.41	500.6532666666667	501.2432666666667	0	1	33	2	0	90	1	3	9	0	[134 -46]	13
503.6562333333334	4.045699999999954	trials	504.4292333333334	504.8102333333334	0.51	505.2782333333334	505.9082333333334	0	1	12	2	0	27	1	3	9	0	[-136  -23]	13
509.72133333333335	4.344666666666683	trials	510.86633333333333	511.83033333333333	0.395	512.1933333333334	512.6333333333333	0	1	16	0	0	37	1	1	0	0	[-108   82]	13
517.3463333333334	2.6596333333333178	trials	518.1523333333334	518.9503333333334	0.22	519.1283333333334		0	0	31	0	0	82	0	1	0	0	[-121   68]	13
521.2363333333334	4.2847666666666555	trials	522.1713333333333	523.1363333333334	0.405	523.5083333333334	523.9583333333334	0	1	11	1	0	23	1	1	9	0	[121 -76]	13
526.4411	4.095000000000027	trials	527.1901	528.0711	0.38	528.4081	529.0081	0	1	28	1	0	65	1	1	9	0	[110  79]	13
536.3063333333333	3.8946333333333314	trials	537.4123333333333	538.1103333333333	0.41	538.4883333333333	538.7883333333333	0	1	23	0	0	76	1	1	0	0	[-4 93]	13
540.8960666666667	3.5598999999999705	trials	541.6800666666667	542.2780666666666	0.385	542.6330666666667	543.0230666666666	0	1	8	0	0	16	1	1	0	0	[-115 -100]	13
545.1662	3.609866666666676	trials	546.0492	546.5472	0.4	546.9132	547.3082	0	1	0	10	0	0	0	3	0	1	[122 -81]	13
550.1710666666667	3.3799333333333834	trials	551.1350666666667	552.0500666666667	0.425	552.4380666666667		0	0	8	0	0	16	0	1	0	0	[-115 -100]	13
554.7760666666667	3.5600333333333083	trials	555.5870666666667	555.9180666666667	0.47	556.3580666666667	556.7930666666667	0	1	28	1	0	65	1	1	9	0	[110  79]	13
559.1610666666667	3.39076666666665	trials	560.2390666666666	561.0540666666667	0.37	561.3930666666666		0	0	10	1	0	20	0	1	9	0	[ -9 110]	13
566.0663000000001	4.479733333333343	trials	567.1933	568.0413000000001	0.515	568.5183000000001	569.0183000000001	0	1	23	1	0	77	1	1	7	0	[-4 93]	13
571.2712	4.605033333333381	trials	572.3952	573.3772	0.405	573.7482	574.2682	0	1	18	2	0	45	1	3	9	0	[114 -86]	13
576.6810666666667	4.559900000000084	trials	577.7810666666667	578.2960666666667	0.38	579.3630666666667	579.7980666666666	0	1	5	1	0	0	0	1	8	0	[-115 -100]	13
587.1460666666667	2.914866666666626	trials	588.0360666666667	588.8340666666667	0.39	589.1830666666667		0	0	6	0	0	10	0	1	0	0	[-13 111]	13
593.7663	3.914766666666651	trials	594.5233	595.1203	0.46	595.5483	596.1183	0	1	14	1	0	32	1	1	9	0	[141   6]	13
598.2910333333334	3.439899999999966	trials	599.1080333333334	599.6730333333334	0.365	600.0030333333334	600.2930333333334	0	1	10	0	0	19	1	1	0	0	[ -9 110]	13
602.4310333333334	4.340633333333244	trials	603.3270333333334	603.9410333333334	0.5	604.4030333333334	605.1480333333334	0	1	8	1	0	17	1	1	8	0	[-115 -100]	13
607.5160333333333	4.230033333333381	trials	608.4790333333333	609.4440333333333	0.4	609.8030333333334	610.2530333333333	0	1	0	1	0	0	0	1	2	1	[-87 -78]	13
621.2314	4.489766666666696	trials	622.3694	623.1174	0.485	623.5584	624.1384	0	1	17	2	0	42	0	3	9	0	[117  86]	13
626.3610333333334	4.650700000000029	trials	627.4720333333333	628.3860333333333	0.38	628.7330333333333	629.2930333333334	0	1	21	1	0	53	1	1	9	0	[-134  -83]	13
631.7810333333333	4.839833333333331	trials	632.7410333333333	633.6060333333334	0.395	634.7730333333333	635.1930333333333	0	1	9	1	0	0	0	1	9	0	[-136  -23]	13
638.6662333333334	3.9297000000000253	trials	639.5612333333333	640.3262333333333	0.395	640.6882333333334	641.1232333333334	0	1	0	0	0	0	0	1	2	1	[63 85]	13
643.4360333333334	4.174966666666592	trials	644.5470333333334	645.1280333333334	0.45	645.5380333333334	646.0680333333333	0	1	27	1	0	62	1	1	8	0	[115 -80]	13
648.5260000000001	4.464999999999918	trials	649.6160000000001	650.364	0.37	650.6930000000001	651.4180000000001	0	1	3	1	0	5	1	1	7	0	[-144  -52]	13
653.791	4.395633333333308	trials	654.8180000000001	655.566	0.525	656.0580000000001	656.5580000000001	0	1	27	1	0	62	1	1	8	0	[115 -80]	13
660.0312333333334	4.455433333333303	trials	661.1052333333333	661.8362333333333	0.44	662.2432333333334	662.7882333333333	0	1	30	1	0	71	1	1	9	0	[-106  -80]	13
667.9412333333333	3.8945999999999685	trials	668.8252333333334	669.5902333333333	0.415	669.9632333333334	670.4082333333333	0	1	24	0	0	79	1	1	0	0	[ 95 -89]	13
672.486	4.125	trials	673.377	674.275	0.395	674.628	675.063	0	1	28	1	0	65	1	1	9	0	[110  79]	13
677.2710000000001	4.099799999999959	trials	678.196	679.094	0.425	679.4830000000001	679.9380000000001	0	1	32	0	0	85	1	1	0	0	[-117  -86]	13
682.101	4.060033333333422	trials	683.032	683.563	0.455	683.973	684.578	0	1	35	1	0	95	1	1	9	0	[123   9]	13
688.6963333333333	4.204766666666728	trials	689.7023333333333	690.2003333333333	0.57	690.7383333333333	691.2533333333333	0	1	38	2	0	105	1	3	9	0	[105 -83]	13
693.936	3.9698333333333267	trials	695.004	695.7520000000001	0.37	696.0880000000001	696.4680000000001	0	1	35	0	0	94	1	1	0	0	[123   9]	13
698.6861	4.445699999999988	trials	699.5901	700.2711	0.455	700.6881	701.3431	0	1	15	2	0	36	1	3	9	0	[-113  -78]	13
703.8559666666667	4.719866666666576	trials	704.6919666666668	705.4899666666668	0.375	706.6929666666667	707.1429666666668	0	1	5	1	0	0	0	1	8	0	[-115 -100]	13
709.2459333333334	4.034999999999968	trials	710.2119333333334	710.7429333333333	0.45	711.1479333333334	711.7379333333333	0	1	4	1	0	8	1	1	7	0	[125 -18]	13
714.2009666666667	3.660000000000082	trials	715.2639666666666	715.3949666666666	0.445	715.8029666666666	716.2779666666667	0	1	17	1	0	41	1	1	9	0	[117  86]	13
718.6460666666667	4.65003333333334	trials	719.7160666666667	720.4480666666667	0.595	720.9980666666667	721.7280666666667	0	1	11	2	0	24	1	3	9	0	[121 -76]	13
729.3812	4.114599999999996	trials	730.3552000000001	731.2362	0.42	731.6132	732.0532000000001	0	1	31	0	0	82	1	1	0	0	[-121   68]	13
734.3259666666667	4.36496666666676	trials	735.4239666666666	735.9049666666666	0.48	736.3429666666667	737.1279666666667	0	1	6	1	0	11	1	1	8	0	[-13 111]	13
739.4111	4.319933333333324	trials	740.2601000000001	741.0411	0.45	741.4481000000001	742.1431	0	1	4	2	0	9	1	3	7	0	[125 -18]	13
744.6609666666667	3.170600000000036	trials	745.6959666666667	746.2269666666667	0.485	746.6729666666666		0	0	25	1	0	56	0	1	8	0	[  8 102]	13
758.9511666666667	3.914633333333313	trials	759.8861666666667	760.7671666666668	0.36	761.0931666666668	761.4281666666667	0	1	25	0	0	55	1	1	0	0	[  8 102]	13
764.5961666666667	3.9995999999999867	trials	765.5721666666667	766.2861666666668	0.52	766.7631666666667	767.1581666666667	0	1	28	0	0	64	1	1	0	0	[110  79]	13
773.8911333333334	3.694666666666649	trials	774.6761333333334	775.2571333333334	0.44	775.6681333333335	776.0981333333334	0	1	0	1	0	0	0	1	2	1	[137 -51]	13
778.5159	3.8098666666667214	trials	779.4449	780.0758999999999	0.445	780.4879	780.8879	0	1	26	0	0	58	1	1	0	0	[-115   70]	13
792.5661666666667	3.5996000000000095	trials	793.3851666666667	793.8661666666667	0.415	794.2531666666667	794.7231666666668	0	1	15	0	0	34	1	1	0	0	[-113  -78]	13
797.0209	3.9448666666667123	trials	798.0379	798.7519	0.42	799.1279	799.5379	0	1	27	0	0	61	1	1	0	0	[115 -80]	13
804.2212666666667	4.4997333333333245	trials	805.3582666666666	806.1222666666666	0.445	806.5282666666667	807.1532666666667	0	1	2	2	0	3	0	3	7	0	[114  91]	13
824.8762333333334	4.614799999999946	trials	826.0012333333334	826.7492333333334	0.435	827.1382333333333	827.8482333333334	0	1	19	2	0	48	1	3	9	0	[139  -7]	13
830.4609333333334	3.699799999999982	trials	831.3869333333334	831.9009333333335	0.4	832.2679333333334	832.7229333333333	0	1	33	0	0	88	1	1	0	0	[134 -46]	13
841.0461333333334	3.254799999999932	trials	842.0591333333334	842.5401333333334	0.42	842.9181333333333		0	0	18	1	0	44	0	1	9	0	[114 -86]	13
845.3511000000001	3.709799999999973	trials	846.1771000000001	846.6421000000001	0.405	847.0031000000001	847.4681	0	1	38	1	0	104	1	1	9	0	[105 -83]	13
854.6611	4.009599999999978	trials	855.6151	856.4801	0.39	856.8281000000001	857.2281	0	1	2	0	0	1	1	1	0	0	[114  91]	13
859.4258333333333	4.264866666666649	trials	860.5508333333333	861.4988333333333	0.365	861.8278333333334	862.2528333333333	0	1	30	0	0	70	1	1	0	0	[-106  -80]	13
866.6761	4.66543333333334	trials	867.7211	868.4361	0.525	868.9231	869.6281	0	1	20	1	0	50	1	1	9	0	[-132   83]	13
882.5712000000001	4.2847666666666555	trials	883.4452000000001	884.0932000000001	0.505	884.5632	885.2232000000001	0	1	19	2	0	48	1	3	9	0	[139  -7]	13
887.8009666666667	3.2106999999999744	trials	888.8479666666667	889.3119666666666	0.58	889.8529666666667		0	0	11	2	0	24	0	3	9	0	[ -9 110]	13
892.2909333333333	3.9506333333333714	trials	893.1669333333333	893.3139333333334	0.455	893.7379333333333	894.5179333333333	0	1	6	2	0	12	1	3	8	0	[-13 111]	13
897.1709333333333	3.2957333333333736	trials	898.0859333333333	898.8999333333334	0.44	899.3079333333333		0	0	20	2	0	51	0	3	9	0	[139  -7]	13
901.7310666666667	3.5296333333333223	trials	902.4880666666667	903.0190666666667	0.42	903.4080666666667	903.8330666666667	0	1	18	0	0	43	1	1	0	0	[114 -86]	13
910.5961000000001	3.7397333333333336	trials	911.5091000000001	911.9901000000001	0.52	912.4781	912.8481	0	1	0	1	0	0	0	1	2	1	[-73 -60]	13
919.2710333333333	4.519633333333445	trials	920.1130333333333	920.7610333333333	0.415	921.9780333333333	922.3630333333333	0	1	5	0	0	0	0	1	8	0	[-13 111]	13
924.7209333333334	4.650700000000029	trials	925.6489333333334	926.3139333333334	0.56	926.8329333333334	927.6079333333333	0	1	12	2	0	27	0	3	9	0	[-136  -23]	13
930.4359333333334	3.7157333333333327	trials	931.5849333333334	932.4329333333334	0.595	932.9929333333334		0	0	32	2	0	87	0	3	9	0	[134 -46]	13
935.4310333333334	3.219633333333263	trials	936.2210333333334	936.4190333333335	0.395	936.7830333333334	937.2030333333335	0	1	35	0	0	94	1	1	0	0	[123   9]	13
945.4258000000001	4.264866666666649	trials	946.3088000000001	947.3068000000001	0.5	947.7678000000001	948.2378000000001	0	1	12	0	0	25	1	1	0	0	[-136  -23]	13
952.8511333333333	3.305500000000052	trials	953.9801333333334	954.5771333333333	0.46	954.9981333333334		0	0	18	2	0	45	0	3	9	0	[-108   82]	13
960.7910333333334	4.40476666666666	trials	961.6170333333334	962.5310333333334	0.455	962.9480333333335	963.6430333333334	0	1	19	1	0	47	1	1	9	0	[139  -7]	13
970.916	4.089633333333381	trials	971.922	972.753	0.4	973.123	973.5580000000001	0	1	20	0	0	49	1	1	0	0	[-132   83]	13
983.2107666666667	3.464866666666694	trials	984.3277666666667	984.4247666666668	0.43	984.8127666666667	985.2477666666667	0	1	17	0	0	40	1	1	0	0	[117  86]	13
987.5707666666667	3.894866666666644	trials	988.3287666666668	989.2107666666667	0.395	989.5727666666667	990.0277666666667	0	1	30	0	0	70	1	1	0	0	[-106  -80]	13
997.5759	4.704966666666678	trials	998.6339	999.5159000000001	0.47	999.9479	1000.6679	0	1	25	2	0	57	1	3	8	0	[  8 102]	13
1009.6610000000001	3.155499999999961	trials	1010.423	1011.0550000000001	0.425	1011.4480000000001		0	0	32	1	0	86	0	1	9	0	[-117  -86]	13
1013.8959666666667	2.9996999999999616	trials	1014.6759666666667	1015.4229666666668	0.43	1015.8179666666667		0	0	18	0	0	43	0	1	0	0	[114 -86]	13
1017.9309666666667	4.204600000000028	trials	1019.0609666666667	1019.9919666666667	0.4	1020.3629666666667	1020.6929666666666	0	1	17	0	0	40	1	1	0	0	[117  86]	13
1028.2559666666666	3.709600000000137	trials	1029.0989666666667	1029.8969666666667	0.37	1030.2329666666667	1030.5229666666667	0	1	25	0	1	55	1	1	0	0	[  8 102]	13
1032.7257666666667	4.480666666666593	trials	1033.8347666666666	1034.3327666666667	0.505	1034.8027666666667	1035.5027666666667	0	1	12	1	0	26	1	1	9	0	[-136  -23]	13
1038.3658666666668	4.8398333333332175	trials	1039.2038666666667	1040.1518666666668	0.47	1041.3728666666668	1041.7128666666667	0	1	5	2	0	0	0	3	8	0	[-13 111]	13
1044.1058333333333	3.3007333333334827	trials	1044.8898333333334	1045.8708333333334	0.425	1046.2478333333333		0	0	10	2	0	21	0	3	9	0	[ -9 110]	13
1048.7210666666667	4.289633333333313	trials	1049.8760666666667	1049.9070666666667	0.46	1051.1380666666666	1051.5230666666666	0	1	5	2	0	0	0	3	8	0	[-115 -100]	13
1053.7657333333334	2.8548666666665667	trials	1054.5947333333334	1055.2087333333334	0.37	1055.5427333333334		0	0	32	0	0	85	0	1	0	0	[-117  -86]	13
1059.3961000000002	4.04473333333317	trials	1060.3981	1060.7791000000002	0.495	1061.2381000000003	1061.8181000000002	0	1	7	2	0	15	1	3	8	0	[136  87]	13
1066.6510666666668	3.235500000000002	trials	1067.6340666666667	1068.166066666667	0.6	1068.7280666666668		0	0	30	2	0	72	0	3	9	0	[110  79]	13
1082.4657	3.0248666666666395	trials	1083.3087	1084.0397	0.405	1084.4077		0	0	24	0	0	79	0	1	0	0	[ 95 -89]	13
1086.5159333333334	3.064833333333354	trials	1087.5769333333333	1087.8419333333334	0.42	1088.2229333333335		0	0	18	1	0	44	0	1	9	0	[114 -86]	13
1090.7006666666666	3.7500333333334765	trials	1091.7626666666665	1091.9096666666667	0.385	1092.2576666666666	1092.8476666666666	0	1	35	1	0	95	0	1	9	0	[123   9]	13
1095.4106666666667	4.134999999999991	trials	1096.3476666666666	1097.1126666666667	0.445	1097.5126666666667	1097.9626666666666	0	1	11	1	0	23	1	1	9	0	[121 -76]	13
1100.4106666666667	4.3250000000000455	trials	1101.2666666666667	1102.1146666666666	0.445	1102.5176666666666	1103.1776666666667	0	1	25	1	0	56	1	1	8	0	[  8 102]	13
1107.3609000000001	3.2096333333331586	trials	1108.2869	1109.2849	0.45	1109.6929000000002		0	0	20	0	0	49	0	1	0	0	[-132   83]	13
1111.8009	4.445466666666789	trials	1112.9059	1113.4868999999999	0.42	1113.8628999999999	1114.5279	0	1	30	1	0	71	1	1	9	0	[-106  -80]	13
1117.0156333333334	2.955733333333228	trials	1117.9246333333335	1118.3726333333334	0.47	1118.8126333333335		0	0	10	1	0	20	0	1	9	0	[ -9 110]	13
1122.0606333333335	3.65079999999989	trials	1122.9446333333335	1123.8916333333334	0.515	1124.3626333333334		0	0	30	1	0	71	0	1	9	0	[-106  -80]	13
1126.7809	3.7445999999999913	trials	1127.8469	1128.3609	0.4	1128.7229	1129.0979	0	1	17	0	0	40	1	1	0	0	[117  86]	13
1133.3809	3.2696333333333314	trials	1134.3499000000002	1135.1979000000001	0.42	1135.5879000000002		0	0	11	0	0	22	0	1	0	0	[121 -76]	13
1137.7058666666667	3.664800000000014	trials	1138.4688666666666	1138.6658666666667	0.44	1139.0728666666666	1139.8028666666667	0	1	18	1	0	44	1	1	9	0	[114 -86]	13
1142.3306333333335	3.6248666666665486	trials	1143.2536333333335	1143.7686333333336	0.49	1144.2176333333334	1144.5326333333335	0	1	10	0	0	19	1	1	0	0	[ -9 110]	13
1146.8856333333333	4.334966666666787	trials	1147.9726333333333	1148.6206333333332	0.435	1149.0126333333333	1149.6876333333332	0	1	24	1	0	80	1	1	7	0	[ 95 -89]	13
1152.3056333333334	4.01003333333324	trials	1153.3256333333334	1153.8566333333333	0.43	1154.2476333333334	1154.7776333333334	0	1	17	1	0	41	1	1	9	0	[117  86]	13
